SAT,CSE-42,---,X,A-LH-204,X,ML,A-DL-006,AI,A-DL-006,AI(L),AI(L)
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-43,---,X,A-LH-206,X,UHV,A-LH-204,ML,B-WL-103,AI(L),AI(L)
TUE,CSE-43,---,X,---,X,X,---,X,---,X,X
WED,CSE-43,B-WL-103,AD,B-WL-103,AD(L),AD(L),A-LH-105,UHV,A-LH-105,CC|SPM,X
THU,CSE-43,A-LH-206,X,A-LH-206,CC|SPM,ML,A-LH-205,AI,---,X,X
FRI,CSE-43,A-LH-206,ML,A-LH-206,UHV,AI,---,X,---,X,X
SAT,CSE-43,---,X,A-LH-010,ML,CC|SPM,A-LH-207,AI,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-44,A-LH-207,X,A-LH-207,CC|SPM,UHV,---,X,---,X,X
TUE,CSE-44,A-LH-107,ML,A-DL-106,AI(L),AI(L),A-LH-010,AI,A-LH-010,UHV,X
WED,CSE-44,---,X,---,X,X,---,X,---,X,X
THU,CSE-44,A-LH-207,X,A-LH-207,ML,AI,B-WL-103,AD,B-WL-103,AD(L),AD(L)
FRI,CSE-44,---,X,A-LH-207,UHV,CC|SPM,A-LH-010,ML,A-LH-010,X,X
SAT,CSE-44,---,X,---,X,X,B-305,ML,B-305,CC|SPM,AI
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-45,---,X,A-LH-103,X,AI,A-LH-010,ML,A-LH-010,CC|SPM,X
TUE,CSE-45,A-LH-206,X,A-LH-206,ML,UHV,---,X,---,X,X
WED,CSE-45,B-404,UHV,B-WL-104,AI(L),AI(L),A-LH-107,ML,A-LH-107,AI,X
THU,CSE-45,---,X,---,X,X,---,X,---,X,X
FRI,CSE-45,A-LH-103,X,A-LH-103,CC|SPM,UHV,A-DL-106,AD,A-DL-106,AD(L),AD(L)
SAT,CSE-45,---,X,A-LH-104,ML,CC|SPM,A-LH-103,AI,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-46,A-LH-201,AI,A-LH-201,CC|SPM,ML,---,X,---,X,X
TUE,CSE-46,---,X,A-LH-207,X,UHV,A-LH-104,CC|SPM,A-LH-104,ML,X
WED,CSE-46,A-LH-109,X,A-LH-109,CC|SPM,AI,A-LH-109,UHV,---,X,X
THU,CSE-46,B-201,ML,A-DL-101,AI(L),AI(L),A-LH-005,AI,A-LH-005,UHV,X
FRI,CSE-46,---,X,---,X,X,---,X,---,X,X
SAT,CSE-46,---,X,A-LH-105,X,ML,A-DL-101,AD,A-DL-101,AD(L),AD(L)
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-47,---,X,A-LH-202,X,ML,B-WL-104,AD,B-WL-104,AD(L),AD(L)
TUE,CSE-47,---,X,A-LH-103,X,CC|SPM,A-LH-105,AI,A-LH-105,UHV,X
WED,CSE-47,A-LH-110,X,A-LH-110,CC|SPM,AI,A-LH-110,ML,A-LH-110,UHV,X
THU,CSE-47,---,X,A-LH-103,ML,UHV,A-LH-009,CC|SPM,A-LH-009,AI,X
FRI,CSE-47,A-LH-110,ML,A-DL-106,AI(L),AI(L),---,X,---,X,X
SAT,CSE-47,---,X,---,X,X,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-48,---,X,---,X,X,---,X,---,X,X
TUE,CSE-48,B-WL-103,AD,B-WL-103,AD(L),AD(L),---,X,---,X,X
WED,CSE-48,---,X,A-LH-206,UHV,AI,A-LH-206,ML,A-LH-206,CC|SPM,X
THU,CSE-48,A-LH-201,CC|SPM,A-LH-201,ML,UHV,A-LH-010,AI,A-LH-010,X,X
FRI,CSE-48,---,X,A-LH-201,X,CC|SPM,A-LH-104,AI,A-LH-104,ML,UHV
SAT,CSE-48,---,X,---,X,X,A-LH-004,ML,A-DL-106,AI(L),AI(L)
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-49,---,X,A-DL-101,AI(L),AI(L),A-LH-103,ML,A-LH-103,AI,X
TUE,CSE-49,---,X,---,X,X,---,X,---,X,X
WED,CSE-49,A-LH-207,X,A-LH-207,ML,UHV,A-DL-101,AD,A-DL-101,AD(L),AD(L)
THU,CSE-49,---,X,A-LH-202,CC|SPM,AI,A-LH-104,ML,A-LH-104,UHV,X
FRI,CSE-49,A-LH-202,X,A-LH-202,UHV,CC|SPM,---,X,---,X,X
SAT,CSE-49,---,X,---,X,X,B-306,AI,B-306,CC|SPM,ML
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-50,A-LH-203,X,A-LH-203,AI,CC|SPM,A-LH-104,ML,A-LH-104,UHV,X
TUE,CSE-50,B-405,ML,B-WL-104,AI(L),AI(L),A-LH-107,CC|SPM,A-LH-107,UHV,X
WED,CSE-50,---,X,---,X,X,---,X,---,X,X
THU,CSE-50,---,X,A-LH-203,X,X,B-WL-104,AD,B-WL-104,AD(L),AD(L)
FRI,CSE-50,A-LH-203,ML,A-LH-203,UHV,AI,---,X,---,X,X
SAT,CSE-50,---,X,A-LH-109,X,CC|SPM,B-401,ML,B-401,AI,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-51,---,X,A-LH-204,X,ML,A-LH-105,CC|SPM,A-LH-105,AI,UHV
TUE,CSE-51,A-LH-201,AI,A-LH-201,ML,UHV,---,X,---,X,X
WED,CSE-51,---,X,A-LH-103,X,UHV,A-DL-106,ML,A-DL-106,AI(L),AI(L)
THU,CSE-51,---,X,---,X,X,---,X,---,X,X
FRI,CSE-51,B-WL-103,AD,B-WL-103,AD(L),AD(L),A-LH-105,ML,A-LH-105,CC|SPM,X
SAT,CSE-51,---,X,A-LH-110,AI,CC|SPM,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-52,A-LH-205,AI,A-LH-205,CC|SPM,UHV,---,X,---,X,X
TUE,CSE-52,---,X,A-LH-202,X,X,A-LH-109,AI,A-LH-109,CC|SPM,ML
WED,CSE-52,---,X,A-LH-201,UHV,CC|SPM,A-LH-207,ML,A-LH-207,X,X
THU,CSE-52,A-LH-005,ML,A-DL-106,AI(L),AI(L),A-LH-105,AI,A-LH-105,UHV,X
FRI,CSE-52,---,X,---,X,X,---,X,---,X,X
SAT,CSE-52,---,X,A-LH-206,X,ML,B-WL-103,AD,B-WL-103,AD(L),AD(L)
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-53,---,X,B-203,X,X,A-DL-001,AD,A-DL-001,AD(L),AD(L)
TUE,CSE-53,---,X,A-LH-203,X,CC|SPM,A-LH-110,ML,A-LH-110,AI,UHV
WED,CSE-53,---,X,A-LH-202,X,AI,A-LH-103,CC|SPM,A-LH-103,ML,X
THU,CSE-53,A-LH-204,ML,A-LH-204,CC|SPM,UHV,---,X,---,X,X
FRI,CSE-53,B-306,ML,B-WL-104,AI(L),AI(L),A-LH-107,UHV,A-LH-107,AI,X
SAT,CSE-53,---,X,---,X,X,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-54,---,X,---,X,X,---,X,---,X,X
TUE,CSE-54,---,X,A-LH-204,X,UHV,A-DL-106,AD,A-DL-106,AD(L),AD(L)
WED,CSE-54,---,X,A-LH-203,CC|SPM,AI,A-LH-201,ML,A-LH-201,X,X
THU,CSE-54,A-LH-205,X,A-LH-205,UHV,ML,A-LH-107,AI,A-LH-107,CC|SPM,X
FRI,CSE-54,---,X,A-LH-204,ML,UHV,---,X,---,X,X
SAT,CSE-54,---,X,B-WL-103,AI(L),AI(L),A-LH-204,AI,A-LH-204,ML,CC|SPM
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSE-55,A-LH-010,ML,A-DL-106,AI(L),AI(L),A-LH-107,UHV,A-LH-107,AI,X
TUE,CSE-55,---,X,---,X,X,---,X,---,X,X
WED,CSE-55,---,X,---,X,X,B-WL-103,AD,B-WL-103,AD(L),AD(L)
THU,CSE-55,---,X,B-406,UHV,X,A-LH-109,AI,A-LH-109,ML,CC|SPM
FRI,CSE-55,---,X,A-LH-205,X,ML,A-LH-109,UHV,A-LH-109,CC|SPM,X
SAT,CSE-55,---,X,---,X,X,B-402,ML,B-402,AI,CC|SPM
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,IT-1,C-WL-102,ML,C-WL-102,DA(L),DA(L),---,X,---,X,X
TUE,IT-1,---,X,---,X,X,C-LH-407,CC|SPM,C-LH-407,DSA,UHV
WED,IT-1,---,X,---,X,X,---,X,---,X,X
THU,IT-1,---,X,C-LH-203,X,DSA,C-LH-405,CC|SPM,C-LH-405,UHV,ML
FRI,IT-1,---,X,C-LH-203,UHV,ML,C-WL-103,AP,C-WL-103,AP(L),AP(L)
SAT,IT-1,---,X,---,X,X,C-LH-403,ML,C-LH-403,CC|SPM,DSA
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,IT-2,C-LH-201,CC|SPM,C-LH-201,ML,DSA,---,X,---,X,X
TUE,IT-2,---,X,C-LH-002,X,UHV,C-WL-102,ML,C-WL-102,DA(L),DA(L)
WED,IT-2,C-LH-201,ML,C-LH-201,DSA,CC|SPM,C-LH-201,UHV,C-LH-201,X,X
THU,IT-2,---,X,---,X,X,---,X,---,X,X
FRI,IT-2,C-LH-301,X,C-LH-301,CC|SPM,ML,C-LH-404,DSA,C-LH-404,UHV,X
SAT,IT-2,C-WL-102,AP,C-WL-102,AP(L),AP(L),---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,IT-3,---,X,C-LH-004,X,UHV,C-WL-101,AP,C-WL-101,AP(L),AP(L)
TUE,IT-3,C-LH-403,CC|SPM,C-LH-403,DSA,ML,---,X,---,X,X
WED,IT-3,C-WL-101,CC|SPM,C-WL-101,DA(L),DA(L),C-LH-404,ML,C-LH-404,UHV,X
THU,IT-3,---,X,C-LH-404,X,UHV,C-LH-403,DSA,C-LH-403,ML,CC|SPM
FRI,IT-3,---,X,---,X,X,---,X,---,X,X
SAT,IT-3,C-LH-404,DSA,C-LH-404,ML,X,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,IT-4,C-LH-306,CC|SPM,C-LH-306,ML,X,---,X,---,X,X
TUE,IT-4,C-LH-004,X,C-LH-004,CC|SPM,UHV,C-WL-101,AP,C-WL-101,AP(L),AP(L)
WED,IT-4,C-LH-404,DSA,C-LH-404,ML,CC|SPM,---,X,---,X,X
THU,IT-4,C-WL-101,ML,C-WL-101,DA(L),DA(L),C-LH-404,DSA,C-LH-404,UHV,X
FRI,IT-4,---,X,C-LH-404,X,X,C-LH-403,UHV,C-LH-403,DSA,ML
SAT,IT-4,---,X,---,X,X,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,IT-5,---,X,---,X,X,---,X,---,X,X
TUE,IT-5,C-LH-405,ML,C-LH-405,CC|SPM,DSA,C-LH-405,UHV,C-LH-405,X,X
WED,IT-5,C-WL-401,AP,C-WL-401,AP(L),AP(L),---,X,---,X,X
THU,IT-5,---,X,C-LH-405,DSA,CC|SPM,C-LH-004,ML,C-LH-004,UHV,X
FRI,IT-5,---,X,C-LH-405,X,UHV,C-WL-401,ML,C-WL-401,DA(L),DA(L)
SAT,IT-5,---,X,C-LH-405,DSA,CC|SPM,C-LH-405,ML,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,IT-6,C-LH-305,ML,C-LH-305,UHV,CC|SPM,---,X,---,X,X
TUE,IT-6,---,X,---,X,X,---,X,---,X,X
WED,IT-6,---,X,C-LH-405,CC|SPM,DSA,---,X,---,X,X
THU,IT-6,---,X,C-LH-201,ML,UHV,C-WL-401,AP,C-WL-401,AP(L),AP(L)
FRI,IT-6,C-LH-201,DSA,C-LH-201,UHV,CC|SPM,C-LH-202,ML,C-LH-202,X,X
SAT,IT-6,C-WL-401,ML,C-WL-401,DA(L),DA(L),C-LH-201,DSA,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSCE-1,WCNLAB(CAM-12),WMC,WCNLAB(CAM-12),WCN(L),WCN(L),ETC_CL-3,CC,ETC_CL-3,UHV,X
TUE,CSCE-1,C-LH-201,CC,C-LH-201,BC,UHV,---,X,---,X,X
WED,CSCE-1,---,X,---,X,X,---,X,---,X,X
THU,CSCE-1,C-LH-207,X,C-LH-207,UHV,WMC,---,X,---,X,X
FRI,CSCE-1,---,X,C-LH-004,BC,WMC,C-WL-102,AP,C-WL-102,AP(L),AP(L)
SAT,CSCE-1,---,X,---,X,X,C-LH-202,CC,C-LH-202,BC,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSCE-2,C-LH-202,UHV,C-LH-202,BC,CC,---,X,---,X,X
TUE,CSCE-2,WCNLAB(CAM-12),X,WCNLAB(CAM-12),WCN(L),WCN(L),ETC_CL-3,CC,ETC_CL-3,BC,WMC
WED,CSCE-2,---,X,C-LH-202,WMC,UHV,---,X,---,X,X
THU,CSCE-2,---,X,---,X,X,---,X,---,X,X
FRI,CSCE-2,C-LH-302,WMC,C-LH-302,UHV,CC,---,X,---,X,X
SAT,CSCE-2,---,X,C-LH-402,X,BC,C-WL-101,AP,C-WL-101,AP(L),AP(L)
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSCE-3,---,X,C-LH-203,UHV,WMC,C-WL-102,AP,C-WL-102,AP(L),AP(L)
TUE,CSCE-3,---,X,C-LH-301,CC,WMC,---,X,---,X,X
WED,CSCE-3,WCNLAB(CAM-12),X,WCNLAB(CAM-12),WCN(L),WCN(L),ETC_CL-3,BC,ETC_CL-3,UHV,WMC
THU,CSCE-3,C-LH-301,BC,C-LH-301,UHV,CC,---,X,---,X,X
FRI,CSCE-3,---,X,---,X,X,---,X,---,X,X
SAT,CSCE-3,---,X,C-LH-203,CC,BC,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSSE-1,ETC_CL-3,X,ETC_CL-3,CD,UHV,MPLAB(CAM-12),AAM,MPLAB(CAM-13),AAM(L),AAM(L)
TUE,CSSE-1,C-LH-302,DMDW,C-LH-302,UHV,CD,---,X,---,X,X
WED,CSSE-1,---,X,---,X,X,C-WL-101,AP,C-WL-101,AP(L),AP(L)
THU,CSSE-1,---,X,C-LH-302,AAM,DMDW,C-LH-306,CD,C-LH-306,UHV,X
FRI,CSSE-1,---,X,---,X,X,C-LH-303,AAM,C-LH-303,DMDW,X
SAT,CSSE-1,---,X,---,X,X,---,X,---,X,X
,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2
MON,CSSE-2,---,X,---,X,X,---,X,---,X,X
TUE,CSSE-2,C-WL-101,CD,C-WL-101,AAM,X,---,X,---,X,X
WED,CSSE-2,C-LH-403,CD,C-LH-403,DMDW,UHV,---,X,---,X,X
THU,CSSE-2,C-LH-403,X,C-LH-403,UHV,AAM,C-WL-101,AP,C-WL-101,AP(L),AP(L)
FRI,CSSE-2,ETC_CL-3,X,MPLAB(CAM-12),AAM(L),AAM(L),ETC_CL-3,UHV,ETC_CL-3,AAM,DMDW
SAT,CSSE-2,---,X,C-LH-403,CD,DMDW,---,X,---,X,X
